,RI_file,CHL_file,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),풍속(m/s).1,풍향(deg).1,기온(°C).1,수온(°C).1,강수량(mm).1,풍속(m/s).2,풍향(deg).2,기온(°C).2,수온(°C).2,강수량(mm).2,풍속(m/s).3,풍향(deg).3,기온(°C).3,수온(°C).3,강수량(mm).3,풍속(m/s).4,풍향(deg).4,기온(°C).4,수온(°C).4,강수량(mm).4,적조발생
0,sample_img/imgCrop_RI/20190820_09_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_09_CHL.JPG.jpg,0.8255325954740983,-1.0611738774740018,1.4379104879253792,1.688853846990819,-0.1246684399525062,0.7145135272236341,-1.2648079652129811,1.3631370279747956,1.6686867584969651,-0.1341777239662403,1.287572803056336,-1.1506933557673886,1.2953163048924563,1.6334699961118104,-0.1218168198885315,1.0144470631834568,-1.0659667766180736,1.449011671250269,1.6026830904320406,-0.1508693018975058,-0.2230526740607528,-0.7599019666788297,1.347477782641879,1.2907694766928075,-0.1123674567359176,1.0
1,sample_img/imgCrop_RI/20190820_10_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_10_CHL.JPG.jpg,0.7658222328806705,-1.0865782327901916,1.4379104879253792,1.624778341959887,-0.1246684399525062,1.0496257607428103,-1.409512900690203,1.1806213161644132,1.736682088674923,-0.1341777239662403,1.224384051804767,-1.1593458982956006,1.2982719158744405,1.6334699961118104,-0.1218168198885315,1.5057506400635483,-1.0308131451776676,1.4352030323737388,1.5646153836079135,-0.1508693018975058,-0.1313721465470824,-0.8176947676566059,1.3611716401524998,1.3850345073475905,-0.1123674567359176,1.0
2,sample_img/imgCrop_RI/20190820_11_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_11_CHL.JPG.jpg,1.1837947710346624,-1.044237640596542,1.4797892798059116,1.7315708503447735,-0.1246684399525062,0.4403307907079443,-1.3462044914189184,1.2367799967214537,1.8273425289122016,-0.1341777239662403,1.350761554307906,-1.1766509833520251,1.301227526856425,1.6334699961118104,-0.1218168198885315,1.536457113618554,-1.0483899608978706,1.4352030323737388,1.5455815301958509,-0.1508693018975058,-0.1619323223849724,-0.8176947676566059,1.333783925131257,1.403887513478547,-0.1123674567359176,1.0
3,sample_img/imgCrop_RI/20190820_12_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_12_CHL.JPG.jpg,1.24350513362809,-1.052705759035272,1.4658296825124006,1.774287853698729,-0.1246684399525062,-0.1384994308251784,-1.0206183865951697,1.321018017557015,1.8500076389715203,-0.1341777239662403,1.3823559299336905,-1.0814730155416914,1.3041831378384092,1.6334699961118104,-0.1218168198885315,1.536457113618554,-0.960505882296856,1.4075857546206787,1.5075138233717242,-0.1508693018975058,0.1283893480749839,-0.7516458522534331,1.347477782641879,1.403887513478547,-0.1123674567359176,1.0
4,sample_img/imgCrop_RI/20190820_13_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_13_CHL.JPG.jpg,1.2733603149248036,-0.9934289299641624,1.4518700852188902,1.7956463553757058,-0.1246684399525062,-0.2908231733338949,-0.975398094258538,1.2367799967214537,1.8500076389715203,-0.1341777239662403,1.1611953005531974,-1.055515387957055,1.3071387488203938,1.6334699961118104,-0.1218168198885315,1.5978700607285652,-0.9429290665766532,1.4352030323737388,1.5075138233717242,-0.1508693018975058,0.4187110185349401,-0.6855969368502604,1.3611716401524998,1.403887513478547,-0.1123674567359176,1.0
5,sample_img/imgCrop_RI/20190820_14_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_14_CHL.JPG.jpg,0.7359670515839569,-1.018833285280352,1.4797892798059116,1.859721860406638,-0.1246684399525062,-0.6868649038565579,-1.183411439007044,1.3069783474177548,1.8500076389715203,-0.1341777239662403,0.8452515442953505,-1.0382103029006304,1.310094359802378,1.6334699961118104,-0.1218168198885315,1.4136312193985312,-0.9517174744367544,1.4213943934972084,1.4884799699596607,-0.1508693018975058,0.7243127769138415,-0.6855969368502604,1.347477782641879,1.3473284950856774,-0.1123674567359176,1.0
6,sample_img/imgCrop_RI/20190820_15_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_15_CHL.JPG.jpg,0.915098139364239,-1.052705759035272,1.4658296825124006,1.902438863760593,-0.1246684399525062,-0.1080346823234352,-1.0658386789318015,1.3350576876962754,1.736682088674923,-0.1341777239662403,0.8768459199211357,-1.0987781005981156,1.3130499707843626,1.6334699961118104,-0.1218168198885315,1.35221827228852,-1.013236329457465,1.4213943934972084,1.4884799699596607,-0.1508693018975058,1.1521552386443037,-0.7186213945518467,1.429640927705606,1.6678295993119392,-0.1123674567359176,1.0
7,sample_img/imgCrop_RI/20190820_16_RI.JPG.jpg,sample_img/imgCrop_CHL/20190820_16_CHL.JPG.jpg,1.0046636832543805,-1.069641995912732,1.4658296825124006,1.881080362083616,-0.1246684399525062,0.8059077727288637,-1.4004688422228766,1.2648593369999743,1.714016978615604,-0.1341777239662403,1.003223422424274,-1.1333882707109642,1.3160055817663467,1.6334699961118104,-0.1218168198885315,1.229392378068497,-1.0220247373175664,1.4213943934972084,1.4504122631355345,-0.1508693018975058,1.1521552386443037,-0.7103652801264501,1.3748654976631214,1.7055356115738525,-0.1123674567359176,1.0
8,sample_img/imgCrop_RI/20190821_09_RI.JPG.jpg,sample_img/imgCrop_CHL/20190821_09_CHL.JPG.jpg,-1.0254886449221507,0.1497670592643798,1.4518700852188902,1.774287853698729,-0.1246684399525062,-1.5094131134036268,-1.6084821869713828,1.2929386772784948,1.6006914283190063,-0.1341777239662403,-1.183107370880025,-0.8270882652122539,1.3662509684600803,1.6334699961118104,-0.1218168198885315,-0.2445183525717765,-0.8550449879756383,1.3109252824849689,1.5455815301958509,-0.1508693018975058,-0.5897747841154346,-0.0829005837963086,1.4844163577480916,1.5924175747881126,-0.1123674567359176,1.0
9,sample_img/imgCrop_RI/20190821_10_RI.JPG.jpg,sample_img/imgCrop_CHL/20190821_10_CHL.JPG.jpg,-1.413606001779429,0.1497670592643798,1.5775064608604867,1.774287853698729,-0.1246684399525062,-1.2047656283861938,-1.5451737777000982,1.3490973578355354,1.5780263182596863,-0.1341777239662403,-1.1578318703793973,-0.9707204711805756,1.3692065794420647,1.6334699961118104,-0.1218168198885315,-0.2445183525717765,-0.92535225085645,1.3247339213614986,1.5646153836079135,-0.1508693018975058,0.7243127769138415,0.0822217047116233,1.5118040727693338,1.6112705809190695,-0.1123674567359176,1.0
